번호,사업자명,대표,업종,지역,유효기간 만료일
2562,(주)한진보일러,이대훈,전기전자,인천 서구,2018-06-23
2563,(주)한테크21,박정곤,기계금속,경기 시흥시,2018-03-22
2564,(주)한화하이테크,이윤성,전기전자,인천 부평구,2018-06-22
2565,(주)해내리,송영덕,정보통신,서울 성동구,2018-01-21
2566,(주)해동에스디,차화준,기타,경기 안산시,2018-09-08
2567,(주)해들촌농업회사법인,박순옥,식품,경기 평택시,2018-02-01
2568,(주)해마로,조해상,식품,강원 인제군,2018-09-30
2569,(주)해영이엔지,김윤묵,건설,강원 강릉시,2018-12-14
2570,(주)해오름종합식품,최상만,식품,인천 서구,2018-08-24
2571,(주)해우수출포장,신군철,기타,인천 서구,2018-11-08
2572,(주)햇살,이경욱,전기전자,경북 봉화군,2018-01-18
2573,(주)현대글로벌모터스,노재익,기타,경기 안성시,2018-11-23
2574,(주)현대스틸,윤희용,기계금속,경남 함안군,2018-06-01
2575,(주)현대표지,정종환,건설,경기 포천시,2018-12-07
2576,(주)현선테크,전준배,기계금속,인천 서구,2018-04-02
2577,(주)현승,이현환,기타,경기 평택시,2018-11-29
2578,(주)협성기전,김경현,건설,경기 성남시,2018-09-08
2579,(주)호이스트코리아,박수배,기계금속,전북 김제시,2018-11-18
2580,(주)화니핀코리아,김회기,기타,충북 청주시,2018-03-08
2581,(주)화담알앤알,정찬우,기계금속,경남 김해시,2018-01-29
2582,(주)화성케미칼,"최종, 최우석",화학,울산 울주군,2018-02-04
2583,(주)화성테크윈,임춘성,기계금속,인천 남동구,2018-10-07
2584,(주)화인스텍,김묵현,전기전자,서울 서초구,2018-11-18
2585,(주)화인정밀,이정구,기계금속,세종 전동면,2018-08-16
2586,(주)화인푸드,임구연,식품,인천 계양구,2018-04-23
2587,(주)휘권양행,정윤호,기타,서울 금천구,2018-05-25
2588,(주)휴먼아이씨티,강기헌,S/W,서울 강남구,2018-05-31
2589,(주)휴민텍,오성준,전기전자,충남 천안시,2018-04-06
2590,(주)휴버텍,손진호,정보통신,서울 성동구,2018-10-21
2591,(주)휴베딩,김치국,섬유,대구 서구,2018-04-08
2592,(주)희원정보통신,최상연,건설,경기 안산시,2018-12-07
2593,(주)KD기공,최낙경,건설,부산 금정구,2018-08-18
2594,(주)MG소프트,박정수,S/W,충북 청주시,2018-05-27
2595,(주)NNA,나채호,기타,경남 창원시,2018-08-02
2596,21세기메디칼 주식회사,신미향,바이오,광주 북구,2018-06-17
2597,가가담목재(주),이경석,기타,인천 남동구,2018-11-30
2598,가교버섯영농조합법인,유송식,식품,경북 칠곡군,2018-05-25
2599,가나종합철강(주),최은주,기계금속,경기 시흥시,2018-07-02
2600,가나콘트롤이엔지(주),심동섭,전기전자,경기 부천시,2018-05-20
2601,가온하이테크주식회사,안성인,전기전자,경기 안양시,2018-05-20
2602,거산정밀,김정수,기계금속,인천 남구,2018-11-24
2603,거창PLT주식회사,신용학,기계금속,경북 영천시,2018-01-28
2604,건우,이영우,기계금속,경기 김포시,2018-06-14
2605,경연진화산업,정진섭,기타,경기 포천시,2018-09-16
2606,고려은단(주),조영조,식품,경기 성남시,2018-03-01
2607,국성폴리텍(주),정연우,화학,울산 울주군,2018-09-30
2608,국제텔레시스(주),박병헌,정보통신,서울 마포구,2018-07-06
2609,국진산업개발(주),박순식,환경,광주 서구,2018-01-01
2610,군자출판사(주),장주연,기타,경기 파주시,2018-06-17
2611,그랑몬스터(주),박민천,기타,서울 서초구,2018-06-24
2612,그래핀스퀘어 주식회사,홍지혜,기타,서울 금천구,2018-06-21
2613,그린루브(주),강희성,화학,부산 사하구,2018-08-25
2614,근덕산업개발(주),홍금순,기타,전남 화순군,2018-10-04
2615,금오ENG,서우종,기계금속,경남 함안군,2018-01-08
2616,기쁨과행복(주),김윤곤,기계금속,경기 안산시,2018-01-21
2617,기산전자(주),박형근,전기전자,경기 부천시,2018-04-22
2618,기승공업(주),송석구,기타,경남 양산시,2018-06-24
2619,기회산업(주),이은영,바이오,대전 대덕구,2018-11-08
2620,나나인터텍스,이호숙,섬유,대구 달서구,2018-05-25
2621,나노바이오시스(주),김성우,바이오,서울 금천구,2018-03-29
2622,나라앤텍주식회사,정재천,건설,경기 안성시,2018-06-28
2623,나래전기조명(주),조미희,전기전자,전남 해남군,2018-06-08
2624,나인원소프트주식회사,오철,S/W,서울 강남구,2018-05-31
2625,남도정보통신(주),박해관,정보통신,전남 영암군,2018-04-26
2626,남영정밀주식회사,오명구,기타,경기 파주시,2018-10-13
2627,네오컨버전스주식회사,남영진,정보통신,서울 강남구,2018-06-24
2628,네오테크,이종고,기타,경북 칠곡군,2018-01-11
2629,네오텍,주상명,화학,경기 오산시,2018-11-04
2630,네이처퓨어코리아(주),김상준,식품,전남 담양군,2018-05-07
2631,넥스트리밍(주),임일택,정보통신,서울 서초구,2018-05-13
2632,넥스트주식회사,신호근,기타,경기 군포시,2018-06-21
2633,넥시큐어시스템테크놀로지(주),고영현,서비스,서울 영등포구,2018-09-09
2634,노아에스앤씨 주식회사,양동민,서비스,서울 금천구,2018-08-03
2635,녹색환경기술,김두열,환경,경남 밀양시,2018-06-22
2636,녹십자수의약품주식회사,김승목,기타,충남 예산군,2018-03-04
2637,농업회사법인 (주)엘바이오텍,김미희,바이오,전남 담양군,2018-12-03
2638,농업회사법인 비센 주식회사,안창기,바이오,충남 금산군,2018-06-09
2639,농업회사법인 주식회사 글로벌허브,김상욱,기타,경북 안동시,2018-05-27
2640,농업회사법인(주)강한돈,추연수,식품,충북 충주시,2018-11-17
2641,농업회사법인(주)명천,전현수,기타,인천 강화군,2018-03-23
2642,농업회사법인(주)미력,임용화,식품,경기 여주시,2018-11-12
2643,농업회사법인(주)백제,김미순,식품,충남 홍성군,2018-04-06
2644,농업회사법인꿈터종합식품(주),이재호,식품,강원 원주시,2018-01-25
2645,농업회사법인아시아종묘(주),류경오,기타,서울 송파구,2018-11-23
2646,농업회사법인이수농산(주),김학수,기타,강원 홍천군,2018-12-06
2647,농업회사법인주식회사감로정,권순형,식품,경기 화성시,2018-11-29
2648,농업회사법인주식회사미림,박광서,기타,경기 용인시,2018-10-04
2649,뉴오토정밀(주),문학노,기계금속,경기 화성시,2018-05-20
2650,다셀주식회사,신형균,기계금속,충북 청원군,2018-05-31
2651,다이오진,임성식,바이오,경기 성남시,2018-07-22
2652,다인스시템주식회사,안승열,정보통신,경기 안양시,2018-06-07
2653,다인텍,신용철,기타,인천 남동구,2018-11-23
2654,닥터진주식회사,정병용,기타,서울 서초구,2018-07-22
2655,대건쇼케이스,김주옥,기타,경기 부천시,2018-09-16
2656,대경기술(주),임영하,건설,부산 기장군,2018-04-21
2657,대경에프앤비주식회사,강치범,식품,부산 서구,2018-12-30
2658,대덕산업,이광인,기타,대구 북구,2018-09-20
2659,대덕에프알디(주),박현수,바이오,충북 진천군,2018-02-05
2660,대동기공,남성백,기계금속,부산 강서구,2018-06-25
2661,대동이엔에스,남성백,기계금속,경남 함안군,2018-06-22
2662,대륭포장산업(주),김영한,기타,경기 광주시,2018-10-13
2663,대보정공,김치곤,기계금속,경기 시흥시,2018-10-13
2664,대산티에스티(주),권혁만,전기전자,충북 진천군,2018-05-20
2665,대상경금속(주),박인숙,기계금속,경기 파주시,2018-06-14
2666,대성화학기계,이광섭,기계금속,경기 화성시,2018-03-01
2667,대신기계,오동규,기계금속,경남 밀양시,2018-02-03
2668,대신기계공업(주),이재현,기계금속,경기 화성시,2018-03-29
2669,대영스틸산업(주),박정환,기계금속,전남 장성군,2018-06-21
2670,대영전기주식회사,백서재,전기전자,경북 경산시,2018-06-09
2671,대우로보트주식회사,성인근,기계금속,경기 시흥시,2018-05-20
2672,대우선재주식회사,신현구,기계금속,충북 충주시,2018-04-29
2673,대일광업(주),김음분,기타,강원 춘천시,2018-06-10
2674,대종레미콘(주),이진욱,건설,경북 경주시,2018-03-09
2675,대주씨앤에스 주식회사,이종원,전기전자,경기 성남시,2018-08-09
2676,대진글로우텍(주),박대훈,기계금속,세종 연서면,2018-09-21
2677,대진기계공업(주),김종백,기계금속,경기 화성시,2018-08-04
2678,대진전기,조규삼,전기전자,경기 김포시,2018-05-20
2679,대하식품,임영숙,식품,충북 충주시,2018-12-08
2680,대한광통신,김영관,정보통신,경기 안산시,2018-05-31
2681,대한기술(주),손종복,기계금속,경남 창원시,2018-04-22
2682,대한셔터방화문,이원용,기타,전북 전주시,2018-12-21
2683,대한에프에스(주),장재중,식품,충북 음성군,2018-01-08
2684,대한전기공업(주),김영규,기계금속,경기 안산시,2018-01-26
2685,대한특허개발(주),김경한,전기전자,대전 유성구,2018-07-13
2686,대흥산업,황기복,화학,경기 부천시,2018-06-07
2687,더존앤테크(주),이희연,기계금속,충남 천안시,2018-08-31
2688,데코밸리(주),송영관,기타,경기 화성시,2018-07-02
2689,도미솔식품,박미희,기타,경기 파주시,2018-06-28
2690,도아드림,전영환,섬유,강원 춘천시,2018-08-16
2691,동광산업(주),김대홍,화학,경남 양산시,2018-11-15
2692,동광특수고무,신승원,기타,경기 군포시,2018-06-28
2693,동남전기통신(주),우현남,건설,강원 삼척시,2018-02-08
2694,동도바잘트산업(주),윤희수,기계금속,경북 경주시,2018-02-05
2695,동산산업(주),김정애,식품,세종 소정안골1길,2018-02-11
2696,동산정밀,김성직,기계금속,경북 칠곡군,2018-04-16
2697,동성이엔지(주),문상석,기계금속,경기 화성시,2018-05-31
2698,동아소노텍(주),장경철,전기전자,경기 수원시,2018-06-14
2699,동아실업월드엔지니어링,오병남,전기전자,경기 의정부시,2018-12-07
2700,동양건설(주),임월숙,건설,충남 공주시,2018-09-10
2701,동양케미칼(주),이선갑,기타,경기 용인시,2018-02-04
2702,동연스틸(주),추병두,기계금속,부산 강서구,2018-03-16
2703,동원테크주식회사,박기태,전기전자,대구 북구,2018-06-01
2704,동인철강(주),김선갑,기계금속,광주 광산구,2018-11-15
2705,동현전기공업주식회사,임순성,전기전자,경기 안성시,2018-09-16
2706,두두테크(주),정찬붕,전기전자,경기 시흥시,2018-07-27
2707,두루이디에스 주식회사,배현철,서비스,서울 서초구,2018-06-21
2708,두성금속주식회사,김광배,기계금속,인천 서구,2018-06-18
2709,두성테크주식회사,남상대,기계금속,충북 청주시,2018-09-21
2710,두원정밀,배유근,기계금속,대구 달서구,2018-06-09
2711,두현분말야금(주),김현옥,기계금속,경남 양산시,2018-12-01
2712,듀크씨엔아이(주),이용우,전기전자,경기 안양시,2018-12-07
2713,드림비전스(주),허각,S/W,서울 영등포구,2018-05-06
2714,드림제지,손은지,기타,경북 경산시,2018-11-10
2715,디비시스(주),두혁,정보통신,서울 금천구,2018-06-03
2716,디앤케이,김진영,전기전자,경남 김해시,2018-11-05
2717,디엠에프씨(주),한성완,기계금속,경기 안산시,2018-02-01
2718,디이시스(주),최정란,전기전자,경기 김포시,2018-05-31
2719,디케이알텍(주),김현기,전기전자,경기 부천시,2018-11-04
2720,럭스나인(주),김인호,기타,서울 서초구,2018-12-08
2721,루카스광학,고정섭,기타,대구 북구,2018-12-22
2722,리딩포인트주식회사,백한석,서비스,서울 영등포구,2018-12-17
2723,마린리서치(주),김종신,서비스,부산 영도구,2018-06-25
2724,맛죤식품,이병복,식품,경기 포천시,2018-07-02
2725,메드소프트,강영실,S/W,경기 수원시,2018-04-13
2726,메디칸 주식회사,이희영,바이오,서울 강서구,2018-05-06
2727,메이저텍스(주),박능창,섬유,경북 칠곡군,2018-10-22
2728,메티스정보(주),김봉수,S/W,제주 제주시,2018-01-06
2729,명일폼주식회사,노성열,화학,경북 성주군,2018-08-10
2730,모건주식회사,이진복,기타,경기 시흥시,2018-05-26
2731,모션오토파츠,강정훈,전기전자,서울 성동구,2018-06-17
2732,모션테크(주),김도열,전기전자,인천 연수구,2018-09-07
2733,미드,김신오,기계금속,경기 김포시,2018-07-22
2734,미래엘리디(주),허수빈,전기전자,경기 안산시,2018-09-21
2735,미성산업,박용성,기계금속,경기 화성시,2018-11-04
2736,미정화학(주),최석보,섬유,경기 화성시,2018-04-09
2737,바이오스트림테크놀러지스(주),강박운,바이오,경기 용인시,2018-02-10
2738,바이오텐주식회사,김영철,바이오,전북 정읍시,2018-12-30
2739,바인알앤씨,김종학.최은영,기타,경기 하남시,2018-08-04
2740,배선정공,조영윤,기계금속,울산 울주군,2018-04-15
2741,버추얼모션(주),배철수,S/W,서울 서초구,2018-07-12
2742,범아기계공업주식회사,김영환,기계금속,충북 보은군,2018-06-03
2743,범아정공사,이동은,기계금속,경기 부천시,2018-09-08
2744,베이스코리아아이씨(주),구자민,정보통신,서울 구로구,2018-06-24
2745,보드포인프,이철희,기타,경기 남양주시,2018-07-12
2746,보령기전(주),정재용,전기전자,인천 서구,2018-09-23
2747,보령기전주식회사,최명순,전기전자,강원 양구군,2018-11-01
2748,보임테크놀러지(주),김상범,기타,서울 구로구,2018-04-29
2749,보타리에너지(주),김홍삼,전기전자,제주 제주시,2018-01-01
2750,보현석재주식회사,박성일,건설,경기 포천시,2018-08-04
2751,부광시즈,황환형,기타,경기 광명시,2018-10-20
2752,부원산업(주),김윤수,기타,경남 양산시,2018-05-13
2753,부일세라믹,김영준,기타,경북 경산시,2018-10-22
2754,부흥콘크리트(주),김태영,기타,경북 의성군,2018-08-20
2755,블루엔씨,유상철,기계금속,경기 군포시,2018-10-27
2756,비앤피이노베이션 주식회사,이승준,정보통신,서울 강남구,2018-06-17
2757,비엔엘바이오테크(주),이인환,바이오,경기 안산시,2018-02-15
2758,비전네이처(주),권오선,기계금속,경기 김포시,2018-06-21
2759,비젼전자통신(주),홍성수,전기전자,서울 금천구,2018-02-24
2760,빌리브마이크론주식회사,엄재홍,전기전자,경기 성남시,2018-06-28
2761,산들영농조합법인,김연희,기타,전북 전주시,2018-07-26
2762,삼도INJECTION,김기일,기계금속,경남 김해시,2018-05-11
2763,삼부산업(주),신우철,기계금속,부산 강서구,2018-07-28
2764,삼성금속(주),정원호,기계금속,경남 김해시,2018-11-12
2765,삼승테크(주),손문배,전기전자,경기 광주시,2018-04-29
2766,삼우이테크,문광녀,전기전자,경기 안산시,2018-04-13
2767,삼진산업(주),권태진,기타,전북 김제시,2018-11-08
2768,삼차원엔지니어링,장정구,기계금속,경기 김포시,2018-12-23
2769,삼호무역,김성근,전기전자,경기 남양주시,2018-03-01
2770,새롬정밀기술(주),장현진,기계금속,광주 북구,2018-04-01
2771,새솔다이아몬드공업(주),맹주호,기계금속,경기 안산시,2018-11-29
2772,새한환경주식회사,송인규,환경,충남 천안시,2018-11-15
2773,샬롬엔지니어링(주),김봉택,전기전자,경기 성남시,2018-07-02
2774,서광기업,김용덕,기타,전북 김제시,2018-04-05
2775,서영파일테크(주),김재용,기계금속,울산 북구,2018-12-02
